,normalization_fn,normalization_nu_fn,reg_fn_alpha,reg_fn_logmin,batch_size,length_cutoff_factor,initial_flow,learning_rate,number_epoch,step_per_epoch,B_beta,path_redraw,neighborhood,ExpectedReward,size,generators,reward_fn,heuristic_fn,initial_position
9469,1,0,-6.22244488977956,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6721658110618591,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9470,2,0,-6.402805611222445,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6589284539222717,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9471,1,0,-7.705410821643287,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.654883861541748,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9472,1,0,-8.587174348697395,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6754031181335449,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9473,1,0,-7.49498997995992,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6605788469314575,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9474,1,0,-6.58316633266533,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6627392768859863,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9475,1,0,-5.090180360721443,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.719444751739502,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9476,1,0,-8.136272545090181,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6730261445045471,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9477,1,0,-7.745490981963928,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7023051977157593,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9478,1,0,-9.599198396793588,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.663494884967804,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9479,2,0,-9.539078156312623,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6412861943244934,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9480,1,0,-6.613226452905812,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6631103157997131,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9481,2,0,-7.4448897795591185,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6471052765846252,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9482,2,0,-5.450901803607215,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6788714528083801,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9483,2,0,-5.541082164328658,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6448175311088562,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9484,1,0,-7.945891783567134,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6435264945030212,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9485,1,0,-5.631262525050101,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.665027379989624,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9486,2,0,-6.472945891783567,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6551312208175659,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9487,2,0,-8.046092184368737,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6847473382949829,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9488,2,0,-8.527054108216433,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6333284974098206,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9489,1,0,-5.360721442885772,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7172622084617615,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9490,2,0,-9.68937875751503,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6389098763465881,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9491,1,0,-9.919839679358718,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.649880051612854,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9492,1,0,-9.98997995991984,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6675114035606384,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9493,1,0,-8.697394789579159,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6561741828918457,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9494,2,0,-8.146292585170341,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6749674081802368,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9495,2,0,-7.344689378757515,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6667674779891968,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9496,2,0,-6.412825651302605,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6729763746261597,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9497,2,0,-8.937875751503006,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6804842352867126,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9498,1,0,-7.294589178356714,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6533735990524292,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9499,2,0,-7.585170340681363,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6811197996139526,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9500,1,0,-7.074148296593187,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6716087460517883,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9501,2,0,-9.3186372745491,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6952587366104126,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9502,2,0,-8.46693386773547,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6736979484558105,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9503,1,0,-5.400801603206413,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7234436273574829,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9504,1,0,-7.725450901803607,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6478801369667053,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9505,1,0,-7.304609218436874,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6574586629867554,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9506,2,0,-7.665330661322645,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6508658528327942,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9507,2,0,-7.81563126252505,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.674123227596283,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9508,2,0,-7.675350701402806,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6653728485107422,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9509,1,0,-8.627254509018035,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6646215915679932,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9510,1,0,-8.316633266533067,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6522262692451477,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9511,2,0,-5.030060120240481,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7089712619781494,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9512,2,0,-8.336673346693386,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6635928750038147,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9513,1,0,-8.77755511022044,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6633098721504211,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9514,2,0,-6.55310621242485,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7057266235351562,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9515,2,0,-8.316633266533067,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6222304105758667,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9516,2,0,-7.074148296593187,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6562227010726929,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9517,2,0,-6.85370741482966,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6313052773475647,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9518,1,0,-7.044088176352705,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6731326580047607,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9519,2,0,-6.513026052104209,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6486774682998657,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9520,1,0,-8.607214428857716,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6895228624343872,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9521,2,0,-8.076152304609218,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6506021022796631,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9522,2,0,-9.438877755511022,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6698079109191895,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9523,1,0,-7.7955911823647295,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6447376608848572,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9524,1,0,-5.721442885771543,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.684239387512207,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9525,2,0,-7.925851703406813,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6710169315338135,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9526,2,0,-9.719438877755511,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6627053022384644,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9527,1,0,-6.032064128256513,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6773737072944641,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9528,2,0,-9.108216432865731,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.651742160320282,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9529,2,0,-5.150300601202405,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6792753338813782,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9530,1,0,-8.687374749498998,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6605972051620483,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9531,2,0,-9.959919839679358,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6845951676368713,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9532,2,0,-9.248496993987976,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6454079151153564,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9533,1,0,-9.02805611222445,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.670811653137207,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9534,2,0,-5.020040080160321,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7318809628486633,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9535,1,0,-9.158316633266534,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6635748744010925,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9536,2,0,-5.080160320641283,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6708109378814697,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9537,1,0,-9.39879759519038,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6660016179084778,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9538,1,0,-9.749498997995993,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6751675009727478,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9539,1,0,-7.454909819639278,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6977536082267761,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9540,1,0,-9.258517034068136,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.654659628868103,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9541,2,0,-9.569138276553106,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6661039590835571,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9542,2,0,-5.831663326653307,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6733345985412598,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9543,2,0,-9.478957915831664,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6762788891792297,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9544,1,0,-7.174348697394789,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6559438705444336,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9545,1,0,-5.470941883767535,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6706663966178894,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9546,2,0,-9.729458917835672,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6433254480361938,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9547,2,0,-6.763527054108216,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6592568159103394,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9548,1,0,-5.170340681362726,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7143866419792175,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9549,2,0,-5.350701402805611,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6646900177001953,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9550,1,0,-8.366733466933868,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6915856599807739,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9551,1,0,-5.661322645290581,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6656963229179382,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9552,2,0,-8.71743486973948,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6408781409263611,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9553,1,0,-5.160320641282565,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7332806587219238,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9554,1,0,-6.843687374749499,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6500983834266663,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9555,2,0,-6.903807615230461,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6667611598968506,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9556,2,0,-8.376753507014028,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6623965501785278,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9557,1,0,-9.278557114228455,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6302478313446045,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9558,2,0,-8.517034068136272,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6455790996551514,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9559,2,0,-7.084168336673347,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6626406908035278,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9560,2,0,-6.793587174348698,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6720369458198547,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9561,2,0,-6.56312625250501,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.65725177526474,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9562,1,0,-6.002004008016032,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6909676790237427,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9563,2,0,-6.813627254509019,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7099471092224121,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9564,1,0,-8.086172344689379,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.681664228439331,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9565,2,0,-9.458917835671343,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6523432731628418,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9566,2,0,-7.054108216432866,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.682122528553009,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9567,1,0,-5.280561122244489,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.742179811000824,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9568,1,0,-5.480961923847696,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7110151052474976,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9569,2,0,-8.45691382765531,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6402126550674438,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9570,1,0,-5.430861723446894,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7113670110702515,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9571,2,0,-9.288577154308618,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6620228290557861,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9572,1,0,-8.967935871743487,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6544564962387085,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9573,2,0,-6.803607214428858,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6746205687522888,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9574,2,0,-7.094188376753507,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6349495053291321,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9575,1,0,-8.226452905811623,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7182570099830627,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9576,2,0,-6.212424849699399,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6871522068977356,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9577,2,0,-5.250501002004008,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6601053476333618,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9578,2,0,-5.871743486973948,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6652625799179077,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9579,1,0,-7.324649298597194,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6743707060813904,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9580,1,0,-8.507014028056112,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6312952041625977,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9581,1,0,-8.41683366733467,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6606025695800781,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9582,2,0,-6.452905811623246,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.7054802775382996,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
9583,1,0,-6.052104208416834,20.0,512.0,3.0,0.001,0.001,10.0,10.0,0.0,0,0,0.6627354025840759,10,transpositions,"TwistedManhattan(SIZE,width=1,scale=-100,factor=1)",R_zero(),SymmetricUniform(SIZE)
